table,block
lineitem,1127
lineitem,1182
lineitem,1200
lineitem,1202
lineitem,1209
lineitem,1013316
lineitem,1013333
lineitem,1013344
lineitem,1021378
lineitem,1021520
lineitem,1021680
lineitem,1025401
lineitem,1025554
lineitem,1025691
lineitem,1029502
lineitem,1029531
lineitem,1033718
lineitem,1033809
lineitem,1033814
lineitem,1037610
lineitem,1037718
lineitem,1037758
lineitem,1037820
lineitem,1037866
lineitem,1037877
lineitem,1041764
lineitem,1045827
lineitem,1045861
lineitem,1046032
lineitem,1046060
lineitem,1050084
lineitem,1053988
lineitem,1054010
lineitem,1054067
lineitem,1058283
lineitem,1062034
lineitem,1062040
lineitem,1062074
lineitem,1062131
lineitem,1062159
lineitem,1066114
lineitem,1066154
lineitem,1066302
lineitem,1070257
lineitem,1074308
lineitem,1074371
lineitem,1074382
lineitem,1078303
lineitem,1078377
lineitem,1078382
lineitem,1078387
lineitem,1078388
lineitem,1078394
lineitem,1078399
lineitem,1078405
lineitem,1078410
lineitem,1078411
lineitem,1078416
lineitem,1078422
lineitem,1078425
lineitem,1078428
lineitem,1078433
lineitem,1078439
lineitem,1078445
lineitem,1078450
lineitem,1078456
lineitem,1078462
lineitem,1078467
lineitem,1078473
lineitem,1078479
lineitem,1078484
lineitem,1078490
lineitem,1078496
lineitem,1078502
lineitem,1078507
lineitem,1078513
lineitem,1078517
lineitem,1078518
lineitem,1078519
lineitem,1078524
lineitem,1078530
lineitem,1078532
lineitem,1078536
lineitem,1078541
lineitem,1078543
lineitem,1078547
lineitem,1078553
lineitem,1078558
lineitem,1078564
lineitem,1078570
lineitem,1078581
lineitem,1078587
lineitem,1078588
lineitem,1078591
lineitem,1078597
lineitem,1078598
lineitem,1078604
lineitem,1078606
lineitem,1078609
lineitem,1078615
lineitem,1078616
lineitem,1078621
lineitem,1078627
lineitem,1078629
lineitem,1078632
lineitem,1078644
lineitem,1078649
lineitem,1078655
lineitem,1078661
lineitem,1078672
lineitem,1078678
lineitem,1078689
lineitem,1078695
lineitem,1078700
lineitem,1078706
lineitem,1078712
lineitem,1078717
lineitem,1078723
lineitem,1078729
lineitem,1078734
lineitem,1078740
lineitem,1078746
lineitem,1078757
lineitem,1078763
lineitem,1078769
lineitem,1078774
lineitem,1078780
lineitem,1078791
lineitem,1078797
lineitem,1078808
lineitem,1078814
lineitem,1078820
lineitem,1078825
lineitem,1078831
lineitem,1078842
lineitem,1078848
lineitem,1078854
lineitem,1078865
lineitem,1078871
lineitem,1078877
lineitem,1078882
lineitem,1078888
lineitem,1078894
lineitem,1078899
lineitem,1078905
lineitem,1078911
lineitem,1078916
lineitem,1078922
lineitem,1078928
lineitem,1078933
lineitem,1078939
lineitem,1078945
lineitem,1078956
lineitem,1078962
lineitem,1078967
lineitem,1078973
lineitem,1078979
lineitem,1078984
lineitem,1078990
lineitem,1078996
lineitem,1079007
lineitem,1079013
lineitem,1079030
lineitem,1079036
lineitem,1079041
lineitem,1079047
lineitem,1079053
lineitem,1079058
lineitem,1079070
lineitem,1079075
lineitem,1079081
lineitem,1079087
lineitem,1079092
lineitem,1079098
lineitem,1079104
lineitem,1079109
lineitem,1079115
lineitem,1079121
lineitem,1079126
lineitem,1079132
lineitem,1079138
lineitem,1079143
lineitem,1079149
lineitem,1079155
lineitem,1079160
lineitem,1079166
lineitem,1079172
lineitem,1079177
lineitem,1079183
lineitem,1079189
lineitem,1079194
lineitem,1079200
lineitem,1079206
lineitem,1079211
lineitem,1079217
lineitem,1079223
lineitem,1079228
lineitem,1079240
lineitem,1079251
lineitem,1079257
lineitem,1079263
lineitem,1079268
lineitem,1079274
lineitem,1079280
lineitem,1079285
lineitem,1079291
lineitem,1079297
lineitem,1079302
lineitem,1079308
lineitem,1079314
lineitem,1079319
lineitem,1079325
lineitem,1079331
lineitem,1079337
lineitem,1079342
lineitem,1079348
lineitem,1079354
lineitem,1079359
lineitem,1079365
lineitem,1079371
lineitem,1079376
lineitem,1079382
lineitem,1079393
lineitem,1079399
lineitem,1079405
lineitem,1079410
lineitem,1079416
lineitem,1079422
lineitem,1079427
lineitem,1079433
lineitem,1079439
lineitem,1079444
lineitem,1079450
lineitem,1079456
lineitem,1079461
lineitem,1079467
lineitem,1079473
lineitem,1079478
lineitem,1079484
lineitem,1079490
lineitem,1079501
lineitem,1079507
lineitem,1079513
lineitem,1079518
lineitem,1079524
lineitem,1079530
lineitem,1079535
lineitem,1079541
lineitem,1079547
lineitem,1079552
lineitem,1079558
lineitem,1079564
lineitem,1079569
lineitem,1079575
lineitem,1079581
lineitem,1079586
lineitem,1079592
lineitem,1079598
lineitem,1079603
lineitem,1079609
lineitem,1079615
lineitem,1079620
lineitem,1079626
lineitem,1079632
lineitem,1079637
lineitem,1079643
lineitem,1079649
lineitem,1079654
lineitem,1079660
lineitem,1079666
lineitem,1079672
lineitem,1079677
lineitem,1079683
lineitem,1079689
lineitem,1079694
lineitem,1079700
lineitem,1079706
lineitem,1079711
lineitem,1079717
lineitem,1079723
lineitem,1079728
lineitem,1079734
lineitem,1079740
lineitem,1079745
lineitem,1079751
lineitem,1079757
lineitem,1079762
lineitem,1079768
lineitem,1079774
lineitem,1079779
lineitem,1079785
lineitem,1079791
lineitem,1079796
lineitem,1079802
lineitem,1079808
lineitem,1079814
lineitem,1079819
lineitem,1079825
lineitem,1079831
lineitem,1079836
lineitem,1079842
lineitem,1079848
lineitem,1079853
lineitem,1079859
lineitem,1079865
lineitem,1079870
lineitem,1079876
lineitem,1079882
lineitem,1079887
lineitem,1079893
lineitem,1079899
lineitem,1079905
lineitem,1079910
lineitem,1079916
lineitem,1079922
lineitem,1079933
lineitem,1079939
lineitem,1079944
lineitem,1079950
lineitem,1079956
lineitem,1079961
lineitem,1079967
lineitem,1079973
lineitem,1079978
lineitem,1079984
lineitem,1079990
lineitem,1080001
lineitem,1080007
lineitem,1080013
lineitem,1080018
lineitem,1080024
lineitem,1080030
lineitem,1080035
lineitem,1080041
lineitem,1080047
lineitem,1080052
lineitem,1080058
lineitem,1080064
lineitem,1080069
lineitem,1080075
lineitem,1080081
lineitem,1080086
lineitem,1080092
lineitem,1080098
lineitem,1080103
lineitem,1080109
lineitem,1080115
lineitem,1080120
lineitem,1080126
lineitem,1080132
lineitem,1080143
lineitem,1080149
lineitem,1080155
lineitem,1080160
lineitem,1080166
lineitem,1080172
lineitem,1080177
lineitem,1080183
lineitem,1080189
lineitem,1080195
lineitem,1080200
lineitem,1080206
lineitem,1080212
lineitem,1080217
lineitem,1080223
lineitem,1080229
lineitem,1080234
lineitem,1080240
lineitem,1080246
lineitem,1080251
lineitem,1080257
lineitem,1080263
lineitem,1080268
lineitem,1080274
lineitem,1080280
lineitem,1080285
lineitem,1080291
lineitem,1080297
lineitem,1080302
lineitem,1080308
lineitem,1080314
lineitem,1080320
lineitem,1080325
lineitem,1080331
lineitem,1080337
lineitem,1080342
lineitem,1080348
lineitem,1080354
lineitem,1080359
lineitem,1080365
lineitem,1080371
lineitem,1080376
lineitem,1080382
lineitem,1080388
lineitem,1080394
lineitem,1080399
lineitem,1080405
lineitem,1080411
lineitem,1080416
lineitem,1080422
lineitem,1080428
lineitem,1080433
lineitem,1080439
lineitem,1080450
lineitem,1080456
lineitem,1080467
lineitem,1080473
lineitem,1080479
lineitem,1080484
lineitem,1080490
lineitem,1080496
lineitem,1080501
lineitem,1080507
lineitem,1080513
lineitem,1080519
lineitem,1080524
lineitem,1080530
lineitem,1080541
lineitem,1080547
lineitem,1080553
lineitem,1080558
lineitem,1080564
lineitem,1080570
lineitem,1080581
lineitem,1080587
lineitem,1080592
